"SupplierID","Supplier","AddressType","AddressLine1","AddressLine2","City","StateCode","PostalCode","CountryCode","PhoneNumber","ActiveFlag","CreatedDate","CreatedBy"
"1001447280",G & K Bicycle Corp.,Main Office,"8981 Carmel Drive",,W. Linn,NV ,"89701",US,"235-555-0100",1,2018-01-15,chris0
-100152959,A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2018-10-23,chris0
"1001570431",Circuit Cycles,Main Office,"1 Mt. Dell Drive",,Portland,OR ,"97205",US,"526-555-0100",0,2017-05-31,chris0
-1001580629,Merit Bikes,Main Office,"7 Mayda Way",,Bremerton,WA ,"98312",Ca,"330-555-0100",1,2019-07-21,chris0
"1001596006",Fitness Association,Main Office,"8629 Pepper Place",,Bellevue,WA ,"98004",US,"113-555-0100",1,2019-05-07,chris0
"1001610443",Marsh,Main Office,"7 B Way",,Woodburn,OR ,"97071",US,"139-555-0100",1,2018-09-14,chris0
"1001709849",Mountain Works,Main Office,,"8 Rogers Ave.",Everett,WA ,"98201",US,"961-555-0100",1,2021-10-18,chris0
"1001730428",Holiday Skate & Cycle,Main Office,"3294 Buena Vista",,Lemon Grove,AZ ,"85284",US,"893-555-0100",1,2018-09-27,chris0
"1001868464",A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2022-02-08,chris0
"1001910202",G & K Bicycle Corp.,Main Office,"8981 Carmel Drive",,W. Linn,NV ,"89701",US,"235-555-0100",1,2021-12-22,chris0
-1001939616,Merit Bikes,Main Office,"7 Mayda Way",,Bremerton,WA ,"98312",Ca,"330-555-0100",1,2022-01-29,chris0
-1001944060,Mountain Works,Main Office,"8 Rogers Ave.",,Everett,WA ,"98201",US,"961-555-0100",1,2018-05-26,chris0
"1001985294",Illinois Trek & Clothing,Main Office,"1192 Parkway Drive",,Mill Valley,NE ,"68601",US,"533-555-0100",1,2021-08-11,chris0
-1002117616,Bloomington Multisport,Main Office,"218 Fall Creek Road",,West Covina,CA ,"91791",US,"172-555-0100",1,2021-12-15,chris0
"1002198908",A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2022-06-13,chris0
-1002208758,G & K Bicycle Corp.,Main Office,"8981 Carmel Drive",,W. Linn,NV ,"89701",US,"235-555-0100",1,2018-12-17,chris0
"1002230636",A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2018-02-21,chris0
-1002242859,Beaumont Bikes,Main Office,"2472 Alexander Place",,West Covina,ID ,"83301",Ca,"306-555-0100",1,2017-02-20,chris0
"100226247",Wide World Importers,Main Office,"50 Edward Ave",,Concord,CA ,"94519",US,"207-555-0100",1,2020-10-28,chris0
"1002284266",Sports House,Main Office,"2014 Delta Road",,Burien,WA ,"98168",US,"55-2555-0100",1,2017-01-14,chris0
-100231698,Vista Road Bikes,Main Office,"8197 Hermosa",,Salem,OR ,"97301",Ca,"134-555-0100",1,2017-12-14,chris0
"1002574203",Circuit Cycles,Main Office,"1 Mt. Dell Drive",,Portland,OR ,"97205",US,"526-555-0100",0,2017-08-19,chris0
"1002657437","Compete Enterprises, Inc",Main Office,"50 Via Del Sol",,Lynnwood,WA ,"98036",Ca,"321-555-0100",1,2018-12-05,chris0
-1002673336,A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2022-01-20,chris0
"1002706179",Crowley Sport,Main Office,"9056 Mount Dr",,Chicago,IL ,"60610",US,"141-555-0100",1,2018-04-29,chris0
-1002755545,First National Sport Co.,Main Office,"8127 Otter Dr.",,Boise,ID ,"83702",Ca,"923-555-0100",1,2020-05-14,chris0
"1002839",A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2020-07-28,chris0
"100285733",Gardner Touring Cycles,Main Office,"8513 Hurlstone Ct.",,Altadena,CA ,"91001",US,"882-555-0100",0,2020-10-29,chris0
"1002873165",Marsh,Main Office,"7 B Way",,Woodburn,OR ,"97071",US,"139-555-0100",1,2021-12-18,chris0
-1002905046,International,Main Office,"683 Larch Ct.",,Salt Lake City,UT ,"84101",US,"432-555-0100",1,2018-07-15,chris0
"1002910915",Merit Bikes,Main Office,"7 Mayda Way",,Bremerton,WA ,"98312",Ca,"330-555-0100",1,2022-02-22,chris0
-1002978122,Norstan Bike Hut,Main Office,"68 Filling Ave.",,Beaverton,OR ,"97005",US,"944-555-0100",1,2019-09-12,chris0
-1002998173,Sports House,Main Office,"2014 Delta Road",,Burien,WA ,"98168",US,"55-2555-0100",1,2019-12-26,chris0
-1003027201,A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2020-01-14,chris0
-1003231685,A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2020-07-19,chris0
"1003436024",G & K Bicycle Corp.,Main Office,"8981 Carmel Drive",,W. Linn,NV ,"89701",US,"235-555-0100",1,2019-12-27,chris0
"1003441959",Expert Bike Co,Main Office,"8892 Columbia River Ct.",,Santa Cruz,CA ,"95062",US,"340-555-0100",1,2021-06-19,chris0
-1003455203,Hill's Bicycle Service,Main Office,"3664 Colt Ct.",,Richmond,CA ,"94801",US,"302-555-0100",1,2022-02-05,chris0
"1003476333","Midwest Sport, Inc.",Main Office,"594 Tossing Way",,Detroit,MI ,"48226",US,"125-555-0100",1,2017-02-01,chris0
-1003542506,Business Equipment Center,Main Office,"6061 St. Paul Way",,Everett,MT ,"98201",US,"183-555-0100",1,2020-12-28,chris0
-1003594355,SUPERSALES INC.,Main Office,"9443 Oaxaca",,Lakewood,CA ,"90712",US,"843-555-0100",1,2019-12-02,chris0
-1003599284,A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2019-07-11,chris0
"1003614497","Trikes, Inc.",Main Office,"90 Sunny Ave",,Berkeley,CA ,"94704",US,"315-555-0100",1,2020-07-02,chris0
-1003692114,Australia Bike Retailer,Main Office,"28 San Marino Ct.",,Bellingham,WA ,"98225",US,"816-555-0100",1,2020-01-21,chris0
-1003725336,Indiana Bicycle Center,Main Office,"9620 Laurel Drive",,Novato,WY ,"82070",US,"153-555-0100",1,2022-04-16,chris0
"1003817357",Crowley Sport,Main Office,"9056 Mount Dr",,Chicago,IL ,"60610",US,"141-555-0100",1,2021-09-24,chris0
"1003919882",A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2020-11-12,chris0
-1004002788,A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2019-12-08,chris0
"1004016371",A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2017-07-08,chris0
-1004036073,Victory Bikes,Main Office,"3459 Tri-state Ave",,Issaquah,WA ,"98027",US,"193-555-0100",1,2017-06-09,chris0
-1004043493,Aurora Bike Center,Main Office,"65 Park Glen Court",,Port Orchard,WA ,"98366",US,"939-555-0100",1,2017-10-16,chris0
-1004057551,A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2020-12-27,chris0
-1004075139,WestAmerica Bicycle Co.,Main Office,"8040 Erie Dr","6 Monteira",Houston,TX ,"77003",US,"360-555-0100",1,2020-04-02,chris0
"1004147193",A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2018-08-12,chris0
"100416831",Gardner Touring Cycles,Main Office,"8513 Hurlstone Ct.",,Altadena,CA ,"91001",US,"882-555-0100",0,2019-12-13,chris0
"1004252940",Mountain Works,Main Office,"8 Rogers Ave.",,Everett,WA ,"98201",US,"961-555-0100",1,2020-12-15,chris0
-1004280856,A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2018-10-04,chris0
-100431286,A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2020-04-02,chris0
-100433681,"Compete, Inc.",Main Office,"9491 Toyon Dr",,Dallas,TX ,"75201",US,"177-555-0100",1,2021-08-22,chris0
-1004383418,A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2020-10-30,chris0
"1004400491",Continental Pro Cycles,Main Office,"2 Lion Circle",,Long Beach,CA ,"90802",US,"718-555-0100",1,2020-12-12,chris0
"1004437782",A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2017-11-14,chris0
"1004460949",Vista Road Bikes,Main Office,"8197 Hermosa",,Salem,OR ,"97301",US,"134-555-0100",1,2019-03-30,chris0
"100447522",Superior Bicycles,Main Office,"87 S. Rising Ave",,Lynnwood,WA ,"98036",US,"472-555-0100",1,2020-04-09,chris0
"100448935",A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2019-09-07,chris0
"1004510831",Mitchell Sports,Main Office,"7562 Daylight Place",,Everett,WA ,"98201",US,"352-555-0100",1,2018-12-10,chris0
-1004544728,Illinois Trek & Clothing,Main Office,"1192 Parkway Drive",,Mill Valley,NE ,"68601",US,"533-555-0100",1,2017-09-19,chris0
"1004546366","Compete, Inc.",Main Office,"9491 Toyon Dr",,Dallas,TX ,"75201",US,"177-555-0100",1,2021-02-25,chris0
-1004634481,A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2019-05-29,chris0
-1004653822,Mitchell Sports,Main Office,"7562 Daylight Place",,Everett,WA ,"98201",US,"352-555-0100",1,2021-06-18,chris0
"1004770407",Bloomington Multisport,Main Office,"218 Fall Creek Road",,West Covina,CA ,"91791",US,"172-555-0100",1,2018-06-18,chris0
"1004846740",Victory Bikes,Main Office,"3459 Tri-state Ave",,Issaquah,WA ,"98027",US,"193-555-0100",1,2021-09-26,chris0
-1004921900,International Bicycles,Main Office,"20 Rambling Rose Ave.",# 103,West Covina,CA ,"91791",US,"176-555-0100",1,2021-08-25,chris0
-100494701,A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2018-08-24,chris0
-1004958477,Wide World Importers,Main Office,"50 Edward Ave",,Concord,CA ,"3345",US,"207-555-0100",1,2018-01-15,chris0
-1005032712,Light Speed,Main Office,"298 Sunnybrook Drive",,Spring Valley,CA ,"91977",US,"114-555-0100",1,2018-04-07,chris0
-1005074260,Merit Bikes,Main Office,"7 Mayda Way",,Bremerton,WA ,"98312",US,"330-555-0100",1,2021-10-16,chris0
"1005094670",American Bicycles and Wheels,Main Office,"1667 Warren Street",,West Covina,CA ,"91791",US,"314-555-0100",1,2018-09-04,chris0
-1005114763,Aurora Bike Center,Main Office,"65 Park Glen Court",,Port Orchard,WA ,"98366",US,"939-555-0100",1,2021-01-28,chris0
"10051806",WestAmerica Bicycle Co.,Main Office,"8040 Erie Dr","6 Monteira",Houston,TX ,"77003",US,"360-555-0100",1,2021-01-26,chris0
"1005188504","Compete Enterprises, Inc",Main Office,"50 Via Del Sol",,Lynnwood,WA ,"98036",US,"321-555-0100",1,2018-01-11,chris0
"1005275675",Burnett Road Warriors,Main Office,"5807 Churchill Dr.",,Corvallis,OR ,"97330",US,"208-555-0100",1,2020-02-14,chris0
"1005309499",West Junction Cycles,Main Office,"7786 Olive St",,Olympia,WA ,"98501",US,"173-555-0100",1,2018-06-28,chris0
-1005315397,Gardner Touring Cycles,Main Office,"8513 Hurlstone Ct.",,Altadena,CA ,"91001",US,"882-555-0100",0,2018-06-08,chris0
-1005325210,A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2017-12-17,chris0
-1005435692,Expert Bike Co,Main Office,"8892 Columbia River Ct.",,Santa Cruz,CA ,"95062",US,"340-555-0100",1,2019-11-02,chris0
-100544087,Jeff's Sporting Goods,Main Office,"31 Bridgeview St",,Glendale,CA ,"91203",US,"288-555-0100",1,2020-08-04,chris0
"1005449914","Premier Sport, Inc.",Main Office,"7682 Fern Leaf Lane",,Boston,MA ,"02113",US,"537-555-0100",1,2018-04-11,chris0
-1005470224,Northern Bike Travel,Main Office,"3427 C Del Rio Ln",,Anacortes,WA ,"98221",US,"175-555-0100",1,2020-03-18,chris0
"1005478651",Touring Equipment Center,Main Office,"3681 South St.",,St. Louis,MO ,"63103-0",US,"124-555-0100",1,2018-10-11,chris0
-1005494883,"Proseware, Inc.",Main Office,"50 Big Canyon Road",,Lebanon,OR ,"97355",US,"113-555-0100",0,2021-04-25,chris0
-1005506596,"Compete Enterprises, Inc",Main Office,"50 Via Del Sol",,Lynnwood,WA ,"98036",US,"321-555-0100",1,2018-05-31,chris0
-100551689,"Litware, Inc.",Main Office,"4405 Balboa Court",,Santa Cruz,CA ,"95062",US,"529-555-0100",1,2018-07-28,chris0
-1005521627,Beaumont Bikes,Main Office,"2472 Alexander Place",,West Covina,ID ,"83301",US,"306-555-0100",1,2021-09-09,chris0
-100563903,A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2022-04-28,chris0
"1005647510",Merit Bikes,Main Office,"7 Mayda Way",,Bremerton,WA ,"98312",US,"330-555-0100",1,2018-12-15,chris0
-1005651471,Burnett Road Warriors,Main Office,"5807 Churchill Dr.",,Corvallis,OR ,"97330",US,"208-555-0100",1,2017-11-26,chris0
"1005758219",A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2020-12-16,chris0
"1005855028",Light Speed,Main Office,"298 Sunnybrook Drive",,Spring Valley,CA ,"91977",US,"114-555-0100",1,2019-07-17,chris0
"1006022829","Custom Frames, Inc.",Main Office,"419 River Ash Court",#9,Lakewood,MO ,"63301",US,"194-555-0100",1,2020-10-12,chris0
"1006054251",Signature Cycles,Main Office,"50 Kim Court",,Coronado,CA ,"92118",US,"724-555-0100",1,2022-02-21,chris0
"1006067754",Superior Bicycles,Main Office,"87 S. Rising Ave",,Lynnwood,WA ,"98036",US,"472-555-0100",1,2021-10-22,chris0
-1006162381,A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2022-02-16,chris0
-1006231941,WestAmerica Bicycle Co.,Main Office,"8040 Erie Dr","6 Monteira",Houston,TX ,"77003",US,"360-555-0100",1,2018-05-11,chris0
"1006257647",Sports House,Main Office,"2014 Delta Road",,Burien,WA ,"98168",US,"55-2555-0100",1,2017-12-24,chris0
-1006259168,A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2020-06-23,chris0
"1006294648",A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2020-06-28,chris0
"1006334261",American Bicycles and Wheels,Main Office,"1667 Warren Street",,West Covina,CA ,"91791",US,"314-555-0100",1,2019-05-13,chris0
"1006528545",A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2019-09-21,chris0
-1006645707,Varsity Sport Co.,Main Office,"81 Ana Mile",,Spokane,WA ,"99202",US,"668-555-0100",1,2020-01-11,chris0
-1006646042,Illinois Trek & Clothing,Main Office,"1192 Parkway Drive",,Mill Valley,NE ,"68601",US,"533-555-0100",1,2019-07-21,chris0
"1006648889","Midwest Sport, Inc.",Main Office,"594 Tossing Way",,Detroit,MI ,"48226",US,"125-555-0100",1,2019-05-24,chris0
-1006764005,Australia Bike Retailer,Main Office,"28 San Marino Ct.",,Bellingham,WA ,"98225",US,"816-555-0100",1,2019-01-30,chris0
"1006772929",A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2019-09-06,chris0
"1006784431",Expert Bike Co,Main Office,"8892 Columbia River Ct.",,Santa Cruz,CA ,"95062",US,"340-555-0100",1,2021-11-23,chris0
-1006823376,Aurora Bike Center,Main Office,"65 Park Glen Court",,Port Orchard,WA ,"98366",US,"939-555-0100",1,2020-12-27,chris0
-1006855665,Expert Bike Co,Main Office,"8892 Columbia River Ct.",,Santa Cruz,CA ,"95062",US,"340-555-0100",1,2019-02-21,chris0
"1006862342",Ready Rentals,Main Office,"35 Buckthorn Court",# 1,Kirkland,WA ,"98033",US,"198-555-0100",1,2019-07-30,chris0
-1007057456,Gardner Touring Cycles,Main Office,"8513 Hurlstone Ct.",,Altadena,CA ,"91001",US,"882-555-0100",0,2019-03-03,chris0
-1007069235,Touring Equipment Center,Main Office,"3681 South St.",,St. Louis,MO ,"63103",US,"124-555-0100",1,2017-11-09,chris0
-1007088073,Bloomington Multisport,Main Office,"218 Fall Creek Road",,West Covina,CA ,"91791",US,"172-555-0100",1,2022-07-01,chris0
"1007105739",Jackson Authority,Main Office,"32 East 87th Street",,Long Beach,CA ,"90802",US,"574-555-0100",1,2021-07-09,chris0
-1007130539,Beaumont Bikes,Main Office,"2472 Alexander Place",,West Covina,ID ,"83301",US,"306-555-0100",1,2017-04-30,chris0
-1007136533,Inline Accessories,Main Office,"5 Madrid",,Concord,CA ,"94519",US,"120-555-0100",1,2020-04-30,chris0
-1007140657,A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2017-12-07,chris0
-1007144588,American Bicycles and Wheels,Main Office,"1667 Warren Street",,West Covina,CA ,"91791",US,"314-555-0100",1,2019-11-15,chris0
"1007180466",A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2019-12-06,chris0
"1007180823",A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2017-02-10,chris0
-1007371583,Chicago City Saddles,Main Office,"3 Gehringer Drive",,Daly City,CA ,"94015",US,"329-555-0100",1,2018-11-27,chris0
-1007378504,Indiana Bicycle Center,Main Office,"9620 Laurel Drive",,Novato,WY ,"82070",US,"153-555-0100",1,2017-09-19,chris0
"100747281",Continental Pro Cycles,Main Office,"2 Lion Circle",,Long Beach,CA ,"90802",US,"718-555-0100",1,2017-09-28,chris0
-1007700043,A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2017-03-23,chris0
-1007711110,Victory Bikes,Main Office,"3459 Tri-state Ave",,Issaquah,WA ,"98027",US,"193-555-0100",1,2021-12-17,chris0
"1007795535","Midwest Sport, Inc.",Main Office,"594 Tossing Way",,Detroit,MI ,"48226",US,"125-555-0100",1,2021-11-29,chris0
"1007795620",Holiday Skate & Cycle,Main Office,"3294 Buena Vista",,Lemon Grove,AZ ,"85284",US,"893-555-0100",1,2020-10-31,chris0
"1007852714",International,Main Office,"683 Larch Ct.",,Salt Lake City,UT ,"84101",US,"432-555-0100",1,2019-04-16,chris0
-1007901225,Carlson Specialties,Main Office,"2313 B Southampton Rd",,Missoula,MT ,"59801",US,"384-555-0100",1,2018-07-30,chris0
-1007910036,WestAmerica Bicycle Co.,Main Office,"8040 Erie Dr","6 Monteira",Houston,TX ,"77003",US,"360-555-0100",1,2019-07-18,chris0
"1007910470",Ready Rentals,Main Office,"35 Buckthorn Court",# 1,Kirkland,WA ,"98033",US,"198-555-0100",1,2017-01-19,chris0
"1007916369",A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2021-10-24,chris0
"1007969722",American Bikes,Main Office,"7179 Montana",,Torrance,CA ,"90505",US,"196-555-0100",1,2021-11-27,chris0
"1007984601",International Bicycles,Main Office,"20 Rambling Rose Ave.",# 103,West Covina,CA ,"91791",US,"176-555-0100",1,2021-08-13,chris0
-1008079423,Greenwood Athletic Company,Main Office,"6441 Co Road",,Lemon Grove,AZ ,"85252",US,"959-555-0100",1,2019-10-27,chris0
"1008183475",American Bikes,Main Office,"7179 Montana",,Torrance,CA ,"90505",US,"196-555-0100",1,2019-12-10,chris0
-1008209174,Varsity Sport Co.,Main Office,"81 Ana Mile",,Spokane,WA ,"99202",US,"668-555-0100",1,2017-12-24,chris0
-1008216876,Varsity Sport Co.,Main Office,"81 Ana Mile",,Spokane,WA ,"99202",US,"668-555-0100",1,2019-03-13,chris0
-1008250434,"Proseware, Inc.",Main Office,"50 Big Canyon Road",,Lebanon,OR ,"97355",US,"113-555-0100",0,2019-10-26,chris0
-100825759,A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2018-05-10,chris0
-100836640,WestAmerica Bicycle Co.,Main Office,"8040 Erie Dr","6 Monteira",Houston,TX ,"77003",US,"360-555-0100",1,2021-06-06,chris0
"1008378746",Aurora Bike Center,Main Office,"65 Park Glen Court",,Port Orchard,WA ,"98366",US,"939-555-0100",1,2021-06-22,chris0
"1008390661",Superior Bicycles,Main Office,"87 S. Rising Ave",,Lynnwood,WA ,"98036",US,"472-555-0100",1,2017-09-01,chris0
"1008399784",Bergeron Off-Roads,Main Office,"9830 May Way",,Mill Valley,MT ,"59715",US,"889-555-0100",1,2017-10-27,chris0
-1008425211,American Bikes,Main Office,"7179 Montana",,Torrance,CA ,"90505",US,"196-555-0100",1,2018-09-19,chris0
-1008439741,Vista Road Bikes,Main Office,"8197 Hermosa",,Salem,OR ,"97301",US,"134-555-0100",1,2019-05-25,chris0
"100849352",A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2019-11-09,chris0
"1008647746","Trikes, Inc.",Main Office,"90 Sunny Ave",,Berkeley,CA ,"94704",US,"315-555-0100",1,2017-10-11,chris0
-1008674744,A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2019-11-09,chris0
-1008674976,A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2020-11-04,chris0
"1008682462",Signature Cycles,Main Office,"50 Kim Court",,Coronado,CA ,"92118",USA,"724-555-0100",1,2020-06-04,chris0
"1008767984",A. Datum Corporation,Main Office,"2596 Big Canyon Road",,New York,NY ,"10007",US,"870-555-0100",1,2019-04-21,chris0
"1008768160",G & K Bicycle Corp.,Main Office,"8981 Carmel Drive",,W. Linn,NV ,"89701",US,"235-555-0100",1,2018-01-17,chris0
"1008799053",Business Equipment Center,Main Office,"6061 St. Paul Way",,Everett,MT ,"98201",US,"183-555-0100",1,2020-02-28,chris0
